№ п/п;Штрих-код партии;Наименование товара;Поставщик;Дата приходного документа;Номер приходного документа;Дата накладной;Номер накладной;Кол-во;Сумма в закупочных ценах без НДС;Ставка НДС поставщика;Сумма НДС;Сумма в закупочных ценах с НДС
3903;2,00307E+11;Товар_1222;Новикомбанк;21.10.2021;2002732.884367434;23.10.2021;nn-297/15;13.909406349;531.73;10.0;121.03;614.06
4286;2,00245E+11;Товар_1859;ОАО «Субботин»;14.10.2021;2000336.6528695517;05.11.2021;nn-298/15;0.804389908;404.64;10.0;41.46;457.68
1476;2,00526E+11;Товар_374;Зайцева Инкорпорэйтед;10.03.2021;2229819.1443286445;11.02.2021;nn-299/15;0.087429508;488.77;10.0;47.92;566.36
4762;2,00915E+11;Товар_4141;ИП «Белов, Ермаков и Жданова»;28.11.2021;5245560.904890865;30.11.2021;nn-300/15;5.748439839;46.59;10.0;май.96;48.76
4460;2,00265E+11;Товар_5642;ИП «Меркушев»;28.10.2021;2000259.6126613813;02.11.2021;nn-301/15;10.37677762;259.38;10.0;34.25;282.28
1872;2,006E+11;Товар_2621;АО «Наумова-Фадеев»;07.09.2021;2198850.014651367;02.10.2021;nn-302/15;5.798175986;1103.79;10.0;88.6;1208.26
2721;2,00446E+11;Товар_1062;Князева Лимитед;20.05.2021;2016228.2828180464;06.08.2021;nn-303/15;4.079028718;250.79;20.0;22.81;281.94
369;2,01214E+11;Товар_1623;Пономарев Лимитед;05.06.2021;6176621.147475579;19.06.2021;nn-304/15;0.16486403;518.73;10.0;78.75;598.76
271;2,00229E+11;Товар_546;Шарова Групп;26.08.2021;2000493.4321048895;06.07.2021;nn-305/15;0.107963438;192.41;20.0;янв.56;201.14
1107;2,00628E+11;Товар_1425;Молчанова Инк;04.05.2021;2165589.2730894694;10.07.2021;nn-306/15;0.357455489;апр.74;20.0;июл.38;май.97
2949;2,01439E+11;Товар_5478;ЗАО «Романов»;08.08.2021;14973808.47463572;18.07.2021;nn-307/15;0.900660932;389.83;10.0;39.85;436.41
3717;2,00769E+11;Товар_4993;РАО «Шестакова, Буров и Лазарева»;13.06.2021;2608862.8708572383;24.08.2021;nn-308/15;5.493873212;326.02;20.0;дек.41;357.97
4611;2,00246E+11;Товар_3841;АО «Александрова, Некрасова и Симонова»;25.01.2021;2001787.3672186332;06.01.2021;nn-309/15;17.624717235;1393.6;10.0;66.92;1518.89
1310;2,01127E+11;Товар_3816;ООО «Корнилов»;13.06.2021;6504778.756088808;23.07.2021;nn-310/15;1.181444302;420.72;20.0;16.фев;470.02
3434;2,01108E+11;Товар_3790;Байер;13.11.2020;4637275.077370878;27.02.2021;nn-311/15;3.819655728;250.34;10.0;25.май;278.06
4440;2,00286E+11;Товар_3070;АО «Соколова-Савин»;28.09.2021;2025213.8086851004;30.09.2021;nn-312/15;9.38463774;342.77;10.0;23.мар;374.01
1778;2,00888E+11;Товар_836;ЗАО «Меркушева Меркушева»;07.04.2021;2566225.943339;25.12.2020;nn-313/15;2.683695477;287.31;20.0;21.97;320.6
1207;2,00173E+11;Товар_1390;НПО «Мишин»;16.08.2021;2000037.909691028;09.09.2021;nn-314/15;2.009051374;527.66;10.0;57.22;588.6
4350;2,01559E+11;Товар_5594;ИП «Авдеева Давыдов»;30.11.2021;16000840.8;06.12.2021;nn-315/15;0.521442476;58.2;10.0;13.25;63.29
776;2,00552E+11;Товар_294;ООО «Беспалова-Ефремов»;18.09.2021;2077395.92457412;24.09.2021;nn-316/15;2.041955042;48.72;;13.38;61.01
2630;2,01265E+11;Товар_4665;ОАО «Денисов Лебедев»;03.11.2021;10056798.605409106;10.09.2021;nn-317/15;1.840606344;135.71;10.0;окт.74;138.29
1893;2,0143E+11;Товар_4773;Белозеров Групп;24.04.2021;13844713.288385363;04.03.2021;nn-318/15;8.402926894;204.85;10.0;35.72;230.92
2656;2,00371E+11;Товар_426;Петухов Инк;01.11.2021;2010751.8981473453;01.11.2021;nn-319/15;0.823177037;895.96;20.0;116.32;1049.84
2529;2,00731E+11;Товар_2771;ОАО «Дроздова Сергеева»;05.11.2021;2595669.95007057;07.11.2021;nn-320/15;0.706081417;473.75;10.0;130.66;547.67
2344;2,00389E+11;Товар_3171;ОАО «Князев, Соколов и Дорофеева»;29.01.2021;2012992.0772382435;19.04.2021;nn-321/15;0.122876836;77.69;20.0;10.апр;87.36
4458;2,01218E+11;Товар_4852;Сафонов Групп;29.09.2021;9636550.445796996;07.10.2021;nn-322/15;8.033841356;36.96;20.0;фев.17;39.02
174;2,01374E+11;Товар_66;Такеда Фармасьютикалс (Takeda Pharmaceutical);26.05.2020;11532548.582925567;30.06.2020;nn-323/15;0.818543352;янв.98;10.0;май.45;фев.54
784;2,00357E+11;Товар_2069;ОАО «Авдеева Кондратьева»;31.07.2021;2004930.347558752;15.07.2021;nn-324/15;7.716664024;845.83;10.0;41.64;938.13
2994;2,00183E+11;Товар_133;ОАО «Сазонова Ситников»;03.06.2021;2000015.1719221184;24.06.2021;nn-325/15;2.258960629;1532.27;10.0;270.54;1780.34
4640;2,00883E+11;Товар_4542;Государственная транспортная лизинговая компания;30.09.2021;3335632.5533495066;12.09.2021;nn-326/15;6.752516921;218.7;10.0;56.19;252.71
872;2,01247E+11;Товар_2812;ЗАО «Савина»;19.08.2021;6761786.222659298;03.08.2021;nn-327/15;0.052018899;634.12;10.0;59.35;706.05
2642;2,00154E+11;Товар_3945;РАО «Белоусова Котов»;09.07.2021;2000100.0111604931;23.07.2021;nn-328/15;2.76800529;266.85;;15.49;313.43
539;2,0127E+11;Товар_1285;НПО «Муравьева-Крылова»;26.06.2020;9183271.43531332;09.12.2020;nn-329/15;1.248599242;611.63;10.0;53.49;670.6
2663;2,00746E+11;Товар_1836;РАО «Русаков, Мартынова и Щербакова»;06.08.2020;3411713.3508807397;05.10.2020;nn-330/15;5.219961492;14.92;20.0;38.53;18.83
3193;2,00603E+11;Товар_3386;АО «Муравьев-Тарасова»;29.06.2021;2046303.255901531;01.08.2021;nn-331/15;19.050886226;23.35;18.0;0.19;24.75
282;2,0071E+11;Товар_277;Иванов и партнеры;24.06.2021;2781911.116607164;04.05.2021;nn-332/15;0.050868769;167.35;10.0;авг.44;175.24
907;2,00805E+11;Товар_1468;АО «Блохин-Филатов»;30.06.2021;2629982.469874243;04.08.2021;nn-333/15;0.040547665;427.65;20.0;84.0;504.47
2673;2,00808E+11;Товар_2961;ООО «Зимина Силина»;17.02.2021;3277973.4603147097;20.04.2021;nn-334/15;0.802298343;203.15;10.0;39.75;224.93
3706;2,01436E+11;Товар_2987;ИП «Петров-Смирнов»;19.07.2021;10698021.490120493;01.07.2021;nn-335/15;3.433106858;246.3;10.0;19.апр;272.72
1509;2,01341E+11;Товар_1293;ЗАО «Кузнецова Вишнякова»;12.11.2020;13523093.472494485;23.03.2021;nn-336/15;14.59423234;1262.19;20.0;85.44;1425.36
2918;2,00117E+11;Товар_1634;НПО «Миронов-Крылова»;01.10.2021;2000010.0476290188;18.10.2021;nn-337/15;2.303771712;213.51;10.0;19.июл;237.64
2169;2,00605E+11;Товар_3122;ИП «Захарова, Евсеев и Константинова»;28.09.2021;2212395.96535085;06.09.2021;nn-338/15;1.592042915;696.86;10.0;106.63;805.16
2760;2,00653E+11;Товар_2849;Константинова Лимитед;16.09.2021;2342899.6635002904;05.10.2021;nn-339/15;0.502398458;498.3;10.0;132.32;569.24
1388;2,01356E+11;Товар_3169;ООО «Щукин»;03.08.2021;10827605.25661901;15.08.2021;nn-340/15;1.006545896;366.4;10.0;44.25;404.63
694;2,01591E+11;Товар_2920;Козлов Групп;01.08.2021;16000840.8;26.07.2021;nn-341/15;3.616342191;113.9;10.0;фев.72;112.5
3004;2,00102E+11;Товар_1061;Моисеев Лимитед;25.09.2021;2000010.00005462;18.10.2021;nn-342/15;3.390115715;716.68;20.0;136.83;820.54
4020;2,01505E+11;Товар_3196;АО «Дмитриева, Наумова и Зуева»;16.02.2021;16000840.8;11.04.2021;nn-343/15;4.53026064;655.56;10.0;144.73;750.59
4940;2,00825E+11;Товар_4465;АО «Колобова»;13.11.2021;3802070.213089896;08.10.2021;nn-344/15;4.597167508;134.38;20.0;04.июн;147.25
3646;2,00931E+11;Товар_4592;Фадеев и партнеры;16.07.2021;2914210.58086769;28.07.2021;nn-345/15;6.433300632;349.34;20.0;май.75;385.73
1681;2,01185E+11;Товар_4129;НПО «Титова»;21.06.2021;7408288.484758293;28.03.2021;nn-346/15;3.642730243;344.13;10.0;26.43;370.33
2046;2,00632E+11;Товар_5125;ООО «Стрелкова, Власова и Субботина»;30.03.2021;2178317.6011230266;05.05.2021;nn-347/15;1.512841317;130.42;10.0;мар.83;135.23
2382;2,01196E+11;Товар_1759;НПО «Степанова»;03.08.2021;6594572.740378086;08.08.2021;nn-348/15;4.573147661;180.87;10.0;32.93;203.77
352;2,00711E+11;Товар_1227;Третьякова и партнеры;05.09.2021;2286867.447557355;26.08.2021;nn-349/15;0.142658688;656.34;10.0;43.93;706.49
2502;2,0142E+11;Товар_3500;ИП «Крылов»;15.01.2021;16000840.8;28.01.2021;nn-350/15;0.611806714;295.23;10.0;20.май;325.64
1901;2,00372E+11;Товар_3625;Жукова Инк;29.07.2021;2009266.742584596;27.05.2021;nn-351/15;6.155361867;57.94;10.0;июл.99;57.8
4890;2,01181E+11;Товар_4162;ООО «Никифорова»;21.08.2021;7086373.512199184;11.10.2021;nn-352/15;2.71460608;600.72;10.0;35.61;661.41
2357;2,0041E+11;Товар_454;ЗАО «Воробьев Егоров»;23.11.2021;2013961.0522853653;01.11.2021;nn-353/15;4.00800955;850.5;10.0;94.48;935.35
2513;2,00945E+11;Товар_2391;ООО «Князев Петухов»;03.12.2020;3016028.8829326592;13.06.2021;nn-354/15;6.594435066;464.42;10.0;72.67;516.34
1078;2,01413E+11;Товар_4850;ФК Гранд Капитал;27.11.2020;12875266.71662587;30.11.2020;nn-355/15;0.65931626;98.76;20.0;13.сен;114.12
3051;2,01473E+11;Товар_3484;АО «Данилова, Степанова и Белозерова»;01.11.2021;10964375.723005308;08.11.2021;nn-356/15;2.846066199;180.2;10.0;авг.19;197.05
3420;2,01562E+11;Товар_4546;РТИ;29.08.2021;16000840.8;09.09.2021;nn-357/15;8.551361477;279.59;10.0;29.76;301.1
1749;2,01367E+11;Товар_4339;ИП «Овчинникова, Прохорова и Гурьев»;27.07.2021;11640129.657925854;28.07.2021;nn-358/15;1.798424037;210.48;10.0;44.37;239.57
224;2,01431E+11;Товар_452;ИП «Игнатьев, Евдокимов и Лапин»;21.08.2021;15172213.364170332;23.08.2021;nn-359/15;0.041086555;314.48;10.0;30.81;342.61
4056;2,00873E+11;Товар_4239;ЗАО «Быков»;08.09.2021;3269675.993870853;14.10.2021;nn-360/15;3.049763478;73.14;20.0;янв.85;77.17
4680;2,00777E+11;Товар_5340;Гришина Инкорпорэйтед;21.08.2021;2555930.1157132755;20.08.2021;nn-361/15;7.035969171;266.19;10.0;45.28;302.64
4276;2,00867E+11;Товар_4892;ОАО «Сысоев-Фомин»;03.05.2021;2452341.0322349207;06.07.2021;nn-362/15;8.68501954;1203.3;10.0;142.46;1354.61
4644;2,00967E+11;Товар_5218;ООО «Богданова»;22.11.2021;3960428.674304745;26.11.2021;nn-363/15;2.891034927;300.03;10.0;48.59;336.59
1080;2,01022E+11;Товар_1069;Аэрофлот — Российские авиалинии;26.06.2021;4065232.7752402015;05.08.2021;nn-364/15;0.203817425;75.08;10.0;июл.19;83.75
2678;2,00426E+11;Товар_1442;ЗАО «Королева»;03.08.2021;2081847.6778052368;25.06.2021;nn-365/15;0.122966969;52.75;20.0;май.43;56.95
3420;2,00622E+11;Товар_3871;Муравьева и партнеры;14.10.2021;2277917.507555675;18.10.2021;nn-366/15;1.246346758;242.64;10.0;39.74;277.21
877;2,00921E+11;Товар_2146;ООО «Одинцова-Кулагин»;07.11.2021;5236548.730788327;07.11.2021;nn-367/15;2.219441687;22.сен;10.0;03.ноя;21.97
4238;2,00982E+11;Товар_3751;ЗАО «Овчинников-Моисеев»;04.10.2021;4334495.26506738;11.10.2021;nn-368/15;2.420123126;15.74;20.0;мар.38;16.92
429;2,00722E+11;Товар_172;ОАО «Агафонова Гордеев»;03.06.2021;3120228.178667709;11.02.2021;nn-369/15;0.493597998;234.62;20.0;28.41;267.34
1998;2,00814E+11;Товар_527;АО «Галкин Шашков»;01.09.2021;2824999.8920546127;02.11.2021;nn-370/15;0.792142939;325.54;10.0;36.44;371.55
1027;2,01221E+11;Товар_4477;Ильина Лимитед;18.06.2021;6747206.203976199;10.06.2021;nn-371/15;3.05482342;271.41;20.0;37.98;324.62
4868;2,01241E+11;Товар_4876;АО «Фадеева-Рыбаков»;05.08.2021;7664277.082693422;31.08.2021;nn-372/15;16.446634003;55.54;10.0;авг.52;61.53
975;2,00354E+11;Товар_1832;ЕвроСибЭнерго;11.05.2021;2028486.9388862627;22.04.2021;nn-373/15;0.68831961;253.84;20.0;15.65;285.68
4300;2,01309E+11;Товар_5861;РусГидро;09.10.2021;6776138.932419501;01.11.2021;nn-374/15;4.411609199;709.75;10.0;58.07;777.53
2120;2,00101E+11;Товар_865;АО «Суханова-Князева»;30.10.2021;2000010.0000004207;14.10.2021;nn-375/15;0.629829106;257.83;10.0;75.15;301.42
4886;2,00688E+11;Товар_4758;АО «Казаков-Ковалева»;28.11.2021;3036477.3943859413;27.11.2021;nn-376/15;11.680493994;480.55;10.0;49.28;511.06
1421;2,00863E+11;Товар_5543;Метафракс;30.06.2021;3150733.2147017256;25.07.2021;nn-377/15;1.813200969;314.97;10.0;сен.91;333.28
1463;2,00288E+11;Товар_1801;ИП «Ковалев-Кулагина»;06.07.2021;2006571.118614404;01.08.2021;nn-378/15;0.832154545;448.41;20.0;мар.29;471.66
1999;2,00714E+11;Товар_1972;ООО «Жданова-Лаврентьева»;10.12.2020;2402190.8871743926;08.03.2021;nn-379/15;1.280782633;1572.98;10.0;97.65;1738.92
674;2,0139E+11;Товар_1617;Вольво Карс (Zhejiang Geely);16.09.2021;9760262.71643651;04.08.2021;nn-380/15;0.594684783;285.63;10.0;62.58;324.51
1283;2,01022E+11;Товар_2324;ОАО «Петрова-Шарапова»;13.04.2021;5329948.430817004;04.02.2021;nn-381/15;1.459969342;603.14;10.0;133.24;702.65
1274;2,01174E+11;Товар_1128;Гуляев и партнеры;29.07.2021;9408099.997312335;13.06.2021;nn-382/15;1.351367721;213.13;10.0;26.35;235.51
845;2,00443E+11;Товар_3182;ООО «Бурова, Третьякова и Антонов»;29.11.2020;2117659.6825063075;25.11.2020;nn-383/15;0.304184719;157.25;10.0;42.04;179.71
1352;2,00743E+11;Товар_313;Торговая сеть Красное и Белое;25.12.2020;2272573.0009108125;26.03.2021;nn-384/15;8.701400028;813.5;10.0;99.43;908.87
2196;2,01465E+11;Товар_2526;АСЦ-Холдинг;02.05.2021;12680492.714068802;21.04.2021;nn-385/15;4.865744492;420.37;20.0;104.29;495.57
2244;2,01183E+11;Товар_3958;Нестеров и партнеры;06.09.2021;7257096.22021848;01.09.2021;nn-386/15;3.214611237;мар.45;10.0;0.81;мар.77
2948;2,01311E+11;Товар_4527;НПО «Лихачева-Щербаков»;17.05.2021;10547185.781394098;22.06.2021;nn-387/15;9.355707031;1098.33;10.0;144.29;1247.51
511;2,00947E+11;Товар_470;ЗАО «Жданов»;19.01.2021;4865149.133778406;30.04.2021;nn-388/15;1.350501359;129.03;10.0;21.51;151.86
1282;2,01444E+11;Товар_4850;ОМК;21.03.2021;15254757.27501757;10.05.2021;nn-389/15;1.645706216;258.29;10.0;52.07;298.88
4668;2,01438E+11;Товар_4254;РАО «Яковлев»;20.08.2021;10167330.583869357;07.09.2021;nn-390/15;6.565304121;360.42;10.0;57.45;388.48
3686;2,00634E+11;Товар_2449;Колесникова Лимитед;11.06.2021;2132179.093468156;17.08.2021;nn-391/15;5.125374489;52.25;;24.47;63.66
3005;2,01218E+11;Товар_4950;ИП «Одинцова-Власова»;16.08.2021;7112464.565639862;02.10.2021;nn-392/15;1.149175988;558.25;10.0;75.7;616.43
4709;2,01351E+11;Товар_3085;РАО «Пестов, Агафонов и Фролова»;15.11.2021;7581671.997166123;06.11.2021;nn-393/15;15.724355784;346.51;10.0;40.24;396.32
1769;2,01269E+11;Товар_1376;НПО «Виноградова, Суханов и Дьячков»;03.09.2021;6726740.132992488;23.09.2021;nn-394/15;3.586074683;3109.67;10.0;227.89;3444.26
1800;2,00853E+11;Товар_191;ООО «Дроздов Мухин»;31.05.2021;2263113.8411292653;16.04.2021;nn-395/15;6.07466828;561.09;;71.5;650.96
4966;2,01559E+11;Товар_4688;ОАО «Исакова Виноградова»;21.04.2021;16000840.8;18.06.2021;nn-396/15;6.704124805;1104.03;10.0;102.53;1231.74
203;2,00656E+11;Товар_265;ИП «Соболева-Попов»;21.11.2020;2068015.8238407047;19.04.2021;nn-397/15;3.728067113;437.27;;42.56;524.97
2562;2,00509E+11;Товар_1202;АО «Никитина»;23.07.2021;2058401.101503475;22.05.2021;nn-398/15;3.120838995;370.96;20.0;41.13;426.47
1792;2,00425E+11;Товар_2466;ЗАО «Голубева»;16.08.2021;2033885.5526785932;02.08.2021;nn-399/15;7.375539408;177.75;10.0;23.мар;191.94
1211;2,01235E+11;Товар_1363;ИП «Мельникова, Молчанов и Логинов»;06.08.2021;6608411.423887984;01.09.2021;nn-400/15;1.508256957;351.67;10.0;111.37;406.54
2057;2,00435E+11;Товар_820;ЗАО «Белов-Петров»;28.09.2021;2012694.2994791616;09.08.2021;nn-401/15;4.297345376;56.68;10.0;26.71;64.12
3955;2,00178E+11;Товар_3483;ЗАО «Борисов Сорокина»;23.04.2021;2000042.4606095213;21.05.2021;nn-402/15;6.394434893;385.92;10.0;авг.22;408.88
1140;2,01591E+11;Товар_5780;НПО «Сазонова, Голубев и Никитина»;09.11.2021;16000840.8;28.10.2021;nn-403/15;1.53107781;87.62;20.0;окт.28;103.2
4324;2,00195E+11;Товар_3961;Нестле Россия (Nestle);09.11.2021;2000779.203409836;15.11.2021;nn-404/15;3.427596677;677.27;10.0;113.31;761.03
287;2,00754E+11;Товар_2875;АО «Мясникова Сергеев»;14.08.2021;2375735.20962856;19.09.2021;nn-405/15;0.699796219;175.53;;13.85;196.87
3898;2,00574E+11;Товар_824;ООО «Денисова»;31.10.2021;2188890.9579615765;08.11.2021;nn-406/15;11.09235542;1297.94;10.0;44.13;1438.38
175;2,01548E+11;Товар_3509;ОАО «Николаев Филиппов»;15.08.2021;16000840.8;30.07.2021;nn-407/15;0.051143894;янв.84;10.0;июл.88;фев.31
4082;2,00813E+11;Товар_5727;Государственная транспортная лизинговая компания;25.06.2021;2105402.416158015;09.07.2021;nn-408/15;5.715700838;207.55;20.0;84.17;255.81
3525;2,00149E+11;Товар_1133;РАО «Орлов-Устинов»;03.10.2021;2000016.5943107544;21.09.2021;nn-409/15;1.77791007;1028.71;10.0;41.08;1112.3
811;2,01555E+11;Товар_3541;РАО «Русакова, Некрасова и Давыдова»;11.04.2021;16000840.8;18.02.2021;nn-410/15;0.043152018;471.94;10.0;150.82;563.47
432;2,00115E+11;Товар_738;АО «Игнатова Калинин»;11.03.2021;2000010.1001869808;08.10.2020;nn-411/15;0.211935101;429.18;10.0;42.9;500.1
210;2,00933E+11;Товар_2101;АО «Николаев-Шестаков»;22.05.2021;3225143.1849524667;09.06.2021;nn-412/15;0.741801069;109.48;10.0;28.ноя;121.78
1041;2,0075E+11;Товар_2557;ООО «Блинова, Сергеев и Щербаков»;06.08.2021;2540695.7555912253;19.06.2021;nn-413/15;1.235563228;63.6;10.0;16.фев;74.09
2675;2,01272E+11;Товар_3733;ОАО «Некрасова Капустин»;09.09.2021;8475648.546829967;16.09.2021;nn-414/15;4.523746749;680.91;10.0;114.26;788.2
1349;2,00961E+11;Товар_3816;НПО «Петухов»;01.05.2021;3795351.527260479;27.04.2021;nn-415/15;2.285391088;06.ноя;10.0;янв.89;июн.77
530;2,00275E+11;Товар_395;Носков Лимитед;21.03.2021;2014266.2211067348;26.04.2021;nn-416/15;2.92294271;182.1;10.0;авг.15;191.77
3941;2,00498E+11;Товар_1516;ГК 1520;14.04.2021;2013626.941841923;24.12.2020;nn-417/15;7.519900871;953.41;10.0;182.4;1116.56
1148;2,0084E+11;Товар_733;АО «Лыткин, Назаров и Федорова»;01.07.2021;2986708.4364894265;16.08.2021;nn-418/15;1.576488148;41.77;20.0;15.47;47.92
901;2,00673E+11;Товар_2870;ООО «Мамонтов-Миронова»;17.08.2021;2154051.096760053;28.09.2021;nn-419/15;6.776584007;265.81;10.0;52.98;302.79
3740;2,00595E+11;Товар_298;ОАО «Котов-Тетерина»;30.08.2021;2130864.879664924;25.08.2021;nn-420/15;5.004134071;852.46;10.0;45.29;947.72
786;2,00654E+11;Товар_614;Рулог (Havi);08.11.2020;2174952.4219952403;08.02.2021;nn-421/15;0.237047574;28.43;10.0;янв.44;29.32
4685;2,01018E+11;Товар_5362;ООО «Павлова-Власова»;25.10.2021;3889311.332998556;01.11.2021;nn-422/15;19.602811452;15.74;10.0;0.53;14.64
902;2,00588E+11;Товар_1238;РАО «Михеев Тимофеева»;26.10.2021;2078527.832520002;25.10.2021;nn-423/15;0.313940609;730.66;20.0;76.13;838.42
260;2,0064E+11;Товар_833;Втормет;16.10.2021;2085293.074003044;06.10.2021;nn-424/15;0.697097648;378.48;20.0;42.91;432.01
2010;2,00276E+11;Товар_1252;ОАО «Пестова»;23.11.2020;2000094.0075512596;24.02.2021;nn-425/15;2.520549572;196.78;10.0;20.75;213.32
4329;2,01388E+11;Товар_3869;Мосгортранс;24.09.2021;11033557.86995808;08.10.2021;nn-426/15;1.278265393;1890.76;10.0;77.96;2058.66
3898;2,01015E+11;Товар_2779;Абрамова Лимитед;23.09.2021;2928996.27592692;14.09.2021;nn-427/15;0.656313314;49.28;20.0;мар.26;52.71
359;2,00243E+11;Товар_787;Марс (Mars);26.02.2021;2000735.1762596543;04.02.2021;nn-428/15;0.420922083;17.71;20.0;янв.13;18.88
2883;2,0081E+11;Товар_2720;Транстрейдойл;01.10.2021;2581581.449673809;11.10.2021;nn-429/15;3.893855506;428.81;10.0;93.88;509.85
1847;2,01115E+11;Товар_4381;РАО «Бирюков-Петухова»;27.06.2021;3883382.981530314;07.09.2021;nn-430/15;2.504548893;139.83;10.0;дек.56;164.33
3579;2,00538E+11;Товар_1416;ЗАО «Чернова Буров»;25.11.2021;2088247.1059399715;01.11.2021;nn-431/15;5.902621848;1229.36;20.0;51.63;1325.74
3523;2,01096E+11;Товар_1890;Мишин Лимитед;24.05.2021;4609095.670422747;12.07.2021;nn-432/15;6.248896865;567.01;20.0;111.94;664.88
3316;2,00822E+11;Товар_1176;НПО «Елисеева»;10.11.2021;2351482.0057782657;31.10.2021;nn-433/15;3.118521789;514.97;10.0;78.85;574.07
1803;2,00224E+11;Товар_1440;РАО «Назаров»;25.10.2021;2001142.85977861;13.09.2021;nn-434/15;3.607584162;165.55;10.0;20.29;175.93
1875;2,0075E+11;Товар_3169;Хендэ Мотор СНГ (Hyundai);25.07.2021;2355605.0710126674;28.08.2021;nn-435/15;0.699465139;105.82;10.0;05.июл;116.79
128;2,00743E+11;Товар_671;РАО «Кононов»;16.11.2020;2639402.4617338898;28.12.2020;nn-436/15;0.320877008;68.08;10.0;авг.93;73.69
1050;2,01585E+11;Товар_1261;ОАО «Елисеева-Мамонтов»;14.07.2021;16000840.8;19.06.2021;nn-437/15;5.523533813;80.63;20.0;24.сен;93.63
3786;2,0035E+11;Товар_1604;Иванова Лимитед;28.06.2021;2006268.05219677;14.08.2021;nn-438/15;3.115999985;2757.98;10.0;142.36;3040.33
4548;2,00554E+11;Товар_3732;ЗАО «Голубева-Фролова»;03.06.2021;2141077.0912756124;12.07.2021;nn-439/15;3.268655777;391.86;10.0;50.45;446.87
258;2,00233E+11;Товар_159;Вита Лайн;12.09.2021;2000738.1967743044;04.10.2021;nn-440/15;0.041385007;381.73;20.0;50.17;438.36
1168;2,00477E+11;Товар_2364;ОАО «Шарапов-Субботина»;28.10.2021;2125286.582021838;26.10.2021;nn-441/15;1.365505764;362.84;20.0;73.47;435.0
1726;2,00504E+11;Товар_3868;НПО «Дроздова-Иванова»;19.05.2021;2069314.227314668;10.07.2021;nn-442/15;1.53579461;614.57;10.0;12.сен;673.67
2444;2,00929E+11;Товар_1963;ЗАО «Исаев-Захарова»;10.10.2021;3589515.2892454127;26.09.2021;nn-443/15;5.72362206;48.76;10.0;май.13;51.11
4524;2,00786E+11;Товар_2962;Ренейссанс Хэви Индастрис Ronesans Endustri;25.11.2021;2674456.092084396;31.10.2021;nn-444/15;5.523698954;539.41;10.0;69.18;606.35
552;2,0056E+11;Товар_2541;Татэнерго;24.06.2021;2151622.9289827207;26.05.2021;nn-445/15;0.277754633;508.28;20.0;107.34;606.26
656;2,01137E+11;Товар_3771;АО «Никитин, Миронов и Ларионова»;01.03.2021;5217445.752104242;31.01.2021;nn-446/15;4.989507598;262.4;10.0;авг.97;277.37
3107;2,00662E+11;Товар_4724;ЗАО «Ершов, Цветков и Одинцова»;11.05.2021;2169978.71049444;09.04.2021;nn-447/15;5.908854131;512.4;10.0;174.06;601.57
2345;2,00667E+11;Товар_402;ИП «Ильина-Фомичев»;20.10.2021;2510666.3882390964;24.08.2021;nn-448/15;0.133745001;275.38;10.0;68.49;306.91
1567;2,00269E+11;Товар_485;Ермакова Лтд;21.03.2021;2001099.240185037;28.03.2021;nn-449/15;0.774944252;1186.54;10.0;96.42;1341.59
1599;2,00284E+11;Товар_162;Зайцева Инк;02.07.2021;2001327.1449188653;26.05.2021;nn-450/15;2.492362329;340.51;20.0;18.дек;371.53
